review
"Ловушка для родителей
Как же порой сложно делить близкого тебе человека с кем-то другим. Вот ты привык, что, скажем, мама или папа, всегда рядом с тобой и уделяют внимание исключительно тебе. Но вот в жизни появляется кто-то новый и вот тут у тебя вспыхивает самая настоящая ревность! Ты не в силах принять новую действительность и делаешь все, чтобы близкий человек и дальше оставался исключительно твоим. Собственно, как раз об этом нам и рассказывает новая семейная комедия «Моя ужасная сестра».

Все начинается с того, что Юля и Максим решают пожениться. Они оба в одиночку воспитывают своих очаровательных дочерей и как раз готовятся рассказать им самую сокровенную новость! Да только незадача – Лена и Соня совершенно этому не рады. Они не собираются терпеть друг друга в одной квартире и в целом совершенно не горят желанием создавать новую семью. Но даже при том, что и сами девочки не спешат дружить, у них созревает план того, что делать дальше. И тут начинается самое настоящее веселье!

Понимая, что нужно в первую очередь разлучить маму и папу, Лена и Соня придумывают целый план. Они буквально изводят родителей и делают все для того, чтобы они сами добровольно разошлись. Но вот в попытке наделать всяких пакостей нашей строптивое семейство наоборот понемногу начинает сближаться. А это в свою очередь значит, что любовь и дружба в любом случае должны победить.

Фильм получился очень приятным, смотрится он легко и вообще ты получаешь целый максимум позитивных эмоций. Мне очень понравились в ролях папы и мамы Владимир Яглыч и Глюкоза. Они очень хорошо смотрятся вместе, ну прям натуральная романтическая пара. Ответственным за кастинг мои благодарности, актеры на своих законных местах и на их месте я вообще больше никого не представляю.

А еще интересно то, что фильм был снят Александром Галибиным, он же Мастер из культовой экранизации «Мастер и Маргарита». Просто удивительно, что такой отличный драматический актер является еще и таким мастерским режиссером, который прекрасно чувствует себя в рамках семейной комедии. Прошлые режиссерские работы Галибина отличались умелой драмой, а «Моя ужасная сестра» показывает, что Александр умело справляется с комедией. По крайней мере фильм смотрится весело и легко, без перегибов. Такое семейное кино по любому стоит внимания.

Также хочу отметить юных звездочек этого фильма, Софию Петрову и Марту Кесслер. Девочки очень круто вместе сыгрались. И хотя поначалу они, согласно сценария, терпеть друг друга не могли, но потом составили просто замечательный тандем. Каждая их выходка будь то в школе или дома, это просто нечто. Забавно было за ними следить, и я не сомневаюсь, что мы еще не раз их увидим на большом экране – они хоть совсем юные, но уже появились в огромном количестве запоминающихся и громких фильмов.

Как итог скажу, что «Моя ужасная сестра» - это отличное семейное кино, которое дарит заряд позитива и отвлекает от любых хмурых мыслей. Такое кино однозначно по мне, и я нисколько не сомневаюсь, что оно вам тоже очень понравится.

8 из 10"
"Вместе всегда веселей
Иногда хочется посмотреть что-то веселое всей семьей. Для этого мы зачастую выбираем семейные комедии, потому что в своем большинстве ты знаешь, чего от них ждать. А именно позитивных эмоций, хорошего юмора и приятных актеров. Собственно, все это, и даже с лихвой, мы получили от «Моей ужасной сестры». Фильм получился реально хорошим и теперь я хочу более детально поговорить о его сюжете.

В центре внимания очень красивая, располагающая к себе пара в лице Юлии и Максима. Они довольно долгое время встречаются и вот настало время предложения руки и сердца. Максим только За, он нисколько не сомневается в своих чувствах. Да и Юлия совсем не против этого, ведь она любит Максима и хочет быть вместе с ним. Но вот есть тут еще одна небольшая загвоздка, а точнее две - их дочери.

Лена и Соня откровенно не в восторге от того, что у них теперь будет большая семья. И дружной ее точно не назвать, потому что девочки не собираются идти ни на малейшие компромиссы. Они хотят, чтобы все было так, как раньше, и винить их в этом сложно, потому что они очень любят своих маму и папу, и при этом хотят, чтобы они жили по отдельности и максимум периодически встречались. А чтобы добиться желаемого, Лена и Соня заключают временный союз, стараясь вывести своих родителей из себя всеми возможными способами.

В целом сюжет довольно простой, но здесь очень важно то, как именно его подали и какую мораль он в себе несет. Самое главное для меня, как мамы, это возможность сходить в кино со своим ребенком, и чтобы он вынес из этого правильный урок. Так вот «Моя ужасная сестра» оказывается именно тем семейным фильмом, за который тебе совершенно не стыдно. Поначалу мы видим, что девочки ну вообще не хотят мириться с положением, но ведь это же именно семейная комедия, а значит они постепенно придут к тому, что вместе все-таки веселей. Ну а мы с вами будем за этим внимательно следить.

Также мне очень понравился приятный, динамичный саундтрек, который удачно дополняет собой историю. Сам фильм визуально яркий, насыщенный, картинка так и ласкает глаз. Такое впечатление, что ты смотришь кино и вырываешься из действительности. В общем, было очень интересно следить за всем происходящим и фильм оставил исключительно самые приятные впечатления.

Если же сравнивать «Моя ужасная сестра» с похожими по стилю фильмами, то наша комедия чем-то напомнила мне «Завтрак у папы» и «Автомобиль, скрипка и собака Клякса». Конечно же сравнение идет в плане общих ощущений, а не точного сюжета. И я думаю, что знакомые с этими фильмами зрители прекрасно поймут, какой у нас есть «Моя ужасная сестра» - доброй, находчивой и прикольной.

Думаю, что «Моя ужасная сестра» понравится самому широкому кругу зрителей. Сейчас в прокате нечасто оказываются фильмы, которые способны тебя повеселить и вместе с тем в их сюжете есть правильная мораль, которая будет понятна как взрослым, так и детям. Пропускать такую комедию точно нельзя.

8 из 10"
"Так просто они сдаваться не намерены
Каждый, кто рос в семье с приемными детьми, прекрасно знает, каково это в самом начале нового знакомства. Вот у нас дома появился сводный братик уже тогда, когда я была довольно взрослой и сознательной. Честно скажу, это не было просто, но все же после пары недель притирок мы стали чуть ли не самыми лучшими друзьями, настоящими братом и сестрой. Поэтому неудивительно, что мне захотелось посмотреть комедию «Моя ужасная сестра», которая не только напомнила мне мое собственное прошлое, но и в целом является самодостаточным семейным фильмом с прекрасной душевной историей.

Юля и Максим собираются пожениться. Они идеальная пара, которая словно сошла с картинки глянцевого журнала. При этом они просто приятные, живые люди со своими желаниями и слабостями. Окружающие не сомневаются в том, что у Юли с Максимом впереди долгое и счастливое будущее, но их маленькие дочери считают иначе…

Сказать, что Лена с Соней против такого союза, это ничего не сказать. Девочки готовы сделать все возможное и даже невозможное для того, чтобы их ненаглядные мама с папой никогда не обвенчались. Для этого любые методы будут хороши, а начинается все с мелких пакостей, которые юные проказницы штампуют, словно на конвейере. Скучно в доме теперь точно не будет, потому что Лена и Соня точно не собираются сдаваться, пока не достигнут своего.

Соглашусь, что фильмы и сериалы с похожим сюжетом уже были, но все же очень важно то, как именно авторы представили свою историю, чем удивили и что хотели до нас донести. Так вот первым делом хочу выделить здесь актерский состав. Владимир Яглыч и Наташа Чистякова-Ионова, она же Глюкоза, плохо играть не умеют в принципе. Я очень люблю, когда они играют в комедиях, потому что получается очень легко и душевно. София Петрова и Марта Кесслер тоже сыграли, как надо. Они, конечно, еще совсем юные актрисы, но уже умелые и отлично вжились в образы строптивых сводных сестричек. Кстати на съемках они сразу же сдружились и нашли между собой общий язык. Так что играть им однозначно было весело.

Хорошо здесь и то, что сюжет не собирается давить на лишний драматизм. Здесь главное, чтобы зрителю было весело и он получил от семейной комедии положительные эмоции и ничего лишнего. Фильм получился яркий, воздушный и невероятно смешной. Причем шутки рассчитаны на самых разных зрителей и вышли очень даже острыми и актуальными. А такое нечасто бывает в подобного рода фильмах. Иногда то взрослым скучно, то детям, а в «Моей ужасной сестре» точно будет весело всем. На себе проверено!

Режиссер Александр Галибин прекрасно знает, что такое комедия и какой она должны быть, чтобы понравилась всей семьей без исключения. Ну недаром же он столько лет трудился в театре и кино, как разноплановый актер. Теперь он весь свой опыт перенес в собственный фильм и вышло просто супер.

«Моя ужасная сестра» вроде бы фильм простой, но такой милый и веселый, что его точно нужно взять себе на заметку. Никогда не отказывайтесь от хорошей комедии, которую к тому же можно посмотреть со своими близкими людьми, в первую очередь детьми.

8 из 10"
"всё наврали: (
Очередной спортивный байопик с диким количеством допущений про Советского олимпийского чемпиона по боксу Валерия Попенченко, известного во время своих выступлений под именем 'Микстер нокаут', т. к многие бои завершал именно им.

Что сказать про фильм? С художественной стороны - всё достаточно неплохо, даже повеселее, чем в недавних '11 молчаливых мужчинах'. Несчастный парень, который 'трубу шатал' на этот ваш бокс, но которого все насильно заставляют им заниматься и достигать в нём вершин. Кстати образ у Виктора Хориняка получился вполне неплохо. Плюс взбалмошный пронырливый тренер в исполнении Сергея Безрукова без единой берёзки в кадре, от чего актёр мечется и суетится больше обычного. Плюс флешбеки из становления в раннем детстве и юношестве (очень неплохо отыграл Олег Чугунов), всё по стандартным лекалам тех же Легенды 17, Движения вверх и многих прочих. Разве что бокс в этот раз снят не так эффектно, как должен был бы, оператору - незачёт, динамики и неожиданных ракурсов не хватало. Но в целом, на один раз весьма смотрибельно.

Одного только жаль. После просмотра открываешь википедию, и узнаёшь, что переврали авторы фильма очень многое, а главное - категорически всё переврали в финальном олимпийском матче. А причина - проста. В реальной жизни Валерий победил за минуту. А в фильме кульминационную сцену так просто нельзя давать, тут надо прям как Рокки учил делать. Отчего вышло грустно, ладно уж обычные допущения в байопиках, но тут уж совсем радикально наврали и напридумали.

Поэтому с одной стороны, неплохое кино, а вот послевкусие после уточнения фактов остаётся прям очень неприятное. Женя Бэдкомедиан, ваше слово.

6 из 10"
"Чемпионами не рождаются - ими становятся
Мир знает немало великих чемпионов, про которых в свое время снимали громкие биографические фильмы. Многие из нас прекрасно помнят отменный байопик Майкла Манна 'Али' с участием Уилла Смита. А про Майка Тайсона так вообще были поставлены сразу несколько картин, которые однозначно заслуживают внимания. Теперь же пришло время нам узнать о Валерии Попенченко. В свое время он был известным на всю планету чемпионом, и вот сейчас о нем все-таки сняли долгожданный фильм, определенно заслуживающий внимания.

Во главе истории, как вы можете понять, находится непосредственно сам Валерий Попенченко, который с раннего детства демонстрировал упертость и проявлял самые лучшие черты своего крепкого мужского характера. Однако сам Валера долгое время не мог понять, чем жен именно ему стоит заниматься в жизни. Да, его одолевали сомнения, люди с разных сторон советовали всякое-разное, но вот на его пути появился амбициозный тренер Григорий Кусикьянц, и это обстоятельство полностью меняет жизнь парня...

Отныне все заботы Валерия направлены на то, чтобы стать одним из лучших боксеров планеты. Это совсем непросто, даже если посвятить всего себя тренировкам 24/7, и тем не менее под руководством умелого тренера парень достигает просто невероятных высот и вплотную подходит к самому главному поединку своей жизни, проиграть который он не имеет права.

Знаете, мне в свое время довелось посмотреть немало биографических фильмов, но 'Мистер Нокаут' меня действительно поразил. В отличии от большинства голливудских, да и наших, байопиков, он вышел честным и искренним. Вместе с главным героем и его тренером мы проходим сложную дорогу, на которой встречается немало преград, и тем не менее игра стоит свеч, ведь лишь истинные чемпионы входят в историю и навсегда в ней остаются.

Хочу похвалить в главной роли Виктора Хориняка, который в последнее время выбирает исключительно интересные проекты, в которых нужно серьезно играть. В тоже время нельзя не упомянуть и Сергея Безрукова, сыгравшего один из самых запоминающихся образов в своей карьере. Безруков играет на максимуме, ловит кураж и становится одним из наибольших достоинств фильма.

Очень хорошо смотрится в фильме Ангелина Стречина в роли Тани, любимой девушки главного героя. Она милая и хрупкая, но при этом становится для нашего боксера серьезной опорой, без которой он, наверное, не смог бы достичь всего того, что ныне мы читаем в истории. Так что героиня не просто красивая, а очень даже уместная и придает истории большей динамики, романтизма и просто души. Ну и не могу не сказать пару слов про Ингу Оболдину, сыгравшую роль мамы невесты главного героя. Забавный получился образ, и хоть много экранного времени актриса не имеет, но запоминается моментально.

Как итог скажу, что 'Мистер Нокаут' действительно хороший спортивный фильм, который показывает, что именно необходимо сделать человеку, чтобы стать настоящим чемпионом. Это уникальная история, мимо которой вам точно не стоит проходить мимо. Приятного и вдохновляющего вам просмотра.

8 из 10"
"Большой путь
В свое время мне приходилось заниматься боксом, так как мне нравился этот спорт. Не скажу, что я достиг прям каких-то серьёзных вершин в этом начинании, и тем не менее бокс стал одной из неотъемлемых частиц моей сути. Он научил меня держать удар не только в ринге, но и в жизни. Именно поэтому, когда в прокате появляются новые фильмы на заданную тематику, я стараюсь их не пропускать. Так что ничуть не удивительно, что мой выбор также пал на 'Мистер Нокаут', о котором стоит поговорить более детально.

События фильма отсылают нам к далеким советским временам, когда все было совсем не так, как сегодня. Может быть в ту эпоху не все было так радужно, как хотелось бы, однако если ты обладал талантом и рядом с тобой были люди, на которых можно положиться, то ты мог свернуть даже горы. Собственно, нечто подобное как раз и сделал Валерий Попенченко на своем жизненном пути. Будучи обыкновенным с виду парнем, Валерий тем не менее обладал серьезными физическими данными и на него однажды обратил внимание умелый тренер Георгий Кусикьянц. Решив сделать из Валерия настоящего чемпиона, Георгий пошел в своих начинаниях до конца, и их результат мы как раз видим на экране.

Начиная с тренировок в родном спортивном зале и продолжая первыми серьезными соревнованиями, Валерий Попенченко начинает здорово прибавлять. Он нокаутирует соперников, как заправский боец, получает медали и кубки. Постепенно он подходит к Олимпиаде в Токио, и вот здесь очень важно сохранить боевой настрой и не сдаваться. Валерий все-таки не машина, а живой человек, и если он справиться с эмоциями, то точно победит всех. Так что держим за него кулаки.

Я конечно понимаю, что не все моменты, показанные в фильме, носят документальный характер, и тем не менее многое здесь показано именно так, как было в реальности. Валерий Попенченко предстает пред нами как человек, на что я уже обращал внимание. Это вам не машина для убийства, как Иван Драго из 'Рокки 4', и вот этим мне нравится фильм. Он показывает реалии советского и мирового спорта честно, без фарса и пародии. И я думаю, что эта история понравится многим, включая тех зрителей, которые далеки от спорта.

Также я хочу похвалить актеров. Виктор Хориняк сыграл достойно, даже не могу представить на его месте кого-то другого. В его исполнении Попенченко допускает промахи, но всегда поднимается, не боится смотреть неприятностям в лицо и вопреки всему идет в бой, потому что иначе нельзя.

Сергей Безруков играет тренера главного героя и это просто блеск. Безруков прям нащупал роль, сделав ее жизненной, харизматичной и даже чуточку взрывной. А ведь именно такими и должны быть настоящие тренеры, которые лепят из человека не просто бойцов, а чемпионов.

В общем, 'Мистер Нокаут' мне понравился. Фильм получился увлекательным и настоящим, в нем не чувствуется фальши, что не может не радовать. Не сомневаюсь, что вы тоже оцените его, как следует. Вот так и становятся настоящими чемпионами.

8 из 10"
"'Жизнь это бой, и у каждого он свой'
На экраны страны вышел кинофильм Артёма Михалкова «Мистер Нокаут» - первый художественный фильм, посвящённый великому советскому боксёру Валерию Попенченко.

Его судьба и путь в спорте, без сомнения, давно ждали экранизации и радует то, что режиссёр Артём Михалков взялся за это дело и создал картину, которую нужно смотреть, и нужно обязательно показывать молодёжи.

Валерия Попенченко сыграл молодой, но уже много снимающийся в популярных блокбастерах Виктор Хориняк, а его наставника – тренера Григория Кусикьянца, который собственно и привёл Попенченко к славе, мэтр отечественного кино Сергей Безруков.

«Мистер Нокаут» получился зрелищным и захватывающим фильмом, сочетающим в себе и психологические, внутренние переживания героев, в первую очередь, Попенченко, и невероятно напряжённые сцены боёв на ринге, особенно, конечно, это финальный бой на Олимпиаде в Токио. Поединок, поставленный и снятый так, что держит в колоссальном напряжении от и до, так, что кровь пульсирует и сердце стучит не у экранного героя, а у тебя, град сокрушительных ударов обрушивается не на Попенченко и его противника, а на тебя и выстоять, победить и отстоять честь Родины должен не Попенченко, а ты. Да, киновоплощение этого боя является художественным решением авторов, но это великолепное решение.

Поскольку Валерий Попенченко был в жизни многогранно талантливой личностью, интеллектуалом, то и в фильме он показан Хориняком не бездумной машиной, молотящей на ринге своих соперников, а человеком сомневающимся, склонным к глубоким переживаниям. Его внутренний мир, его психологическое состояние, эмоции передаются путём флэшбэков с воспоминаниями о событиях детства и юности.

Персонаж Сергея Безрукова – Филиппыч, Григорий Филиппович Кусикьянц поражает своей неуёмной энергией, харизмой и непоколебимой уверенностью в деле, которому посвящена его жизнь. Своим напором, одержимостью (в хорошем смысле этого слова), своими уникальными тренерскими методами он человечески и профессионально создаёт того легендарного Попенченко, которого знала вся наша страна, а потом узнал и весь мир – «Я могу, я должен и я сделаю». Безруков играет его ярко, эмоционально, с сокрушающей мощью.

Важное место в фильме занимает романтическая линия взаимоотношений с любимой девушкой Таней (в этой роли Ангелина Стречина). Решимость и отеческая поддержка тренера, а также нежная любовь Тани это то, что даёт главному герою силы, чтобы преодолеть все свои сомнения, страхи, победить себя, а потом и соперника в бою на ринге.

«Жизнь это бой, и у каждого он свой» - говорит Попенченко погибший на фронте отец, и фильм «Мистер Нокаут» именно об этом. Нужно бороться, нужно мужественно преодолевать препятствия, уготованные судьбой, нужно верить в себя, в свой путь, идти к своей мечте и никогда не сдаваться, даже если больно, страшно и тяжело.

Спасибо создателям фильма за их монументальную работу! Я от души рекомендую картину к просмотру."
"Мистер Никто
Якобы спортивная драма А. Михалкова продолжает линейку российского спортивного кино, заданную 'Легендой №17' и 'Движением вверх'.

Два вышеназванных фильма были добротно скопированы с первоисточника: советских 'Одиннадцати надежд'. Как известно, хороший плагиат - тоже искусство. Поэтому к ним претензий ноль.

Все последующие поделия (Яшин, Стрельцов, Белый Снег итд) на волне успеха двух первопроходцев попытались отойти от лекал в сторону мелодрамы. Предсказуемо неудачно.

'Мистер Нокаут' - очередная провальная попытка усидеть на двух стульях. Нам судорожно пытаются показать крутого спортсмена и одновременно дать драмы-чувств-любви. Стулья с грохотом падают, зрители пожимают плечами.

Не оставив от истории настоящего боксёра Попенченко практически ничего, авторы фильма натащили в картину примерно полтора часа стереотипных плохих русских и слёзных, но абсолютно бессвязных сцен. Здесь штамп на штампе штампом погоняет. Плохой спортсовет. Плохой глава делегации. Плохие тренеры! Кроме одного Кусикьянца. Этот настолько хороший, что чуть не светится.

Даже батя-летчик больше всего похож на... нехорошего человека в форме. И чего сынок о нём так переживает?

Сценаристы братья Преснякова, по-видимому, друг с другом принципиально не разговаривают. Таких сюжетных дыр не было даже в клипообразном Яшине.

Например, в конце фильма Кусикьянцу не дали билет на Олимпиаду, а он... Взял да поехал. Но не сразу. А погодя. Почему не сразу? Нет ответа.

Ну хорошо, поехал он в Токио... и ничего. Особые тренировки, накачка перед боем - не, не слышали. Просто сидел где-то в первых рядах и что-то бормотал по ходу финального боя. Зачем, почему? Нет ответа.

Несколько раз по ходу фильма Безруко... простите, Кусикьянц твердит, что Попенченко очень надо взять Кубок Вэла Баркера. А что это за кубок? За что его вручают? Его хоть вручили в итоге-то? Нет ответа.

Фильм называется Мистер Нокаут. Думаете, нам покажут крутого панчера, каким и был Попенченко, который с пары комбинаций вырубает оппонента?

И не мечтайте. Наш панчер будет весь фильм получать по лицу и побеждать только на последней секунде. Не иначе, ставки делал на полную дистанцию раундов.

Перечислять несуразности и глупости этого творения можно столько же, сколько оно длится, а оно, вдобавок ко всему, долгое и растянутое. Не будем уподобляться режиссёру, издеваясь над аудиторией. Заслуженная двойка."
"Режиссёр Артём Михалков сделал русского Рокки
Меня этот фильм оставил равнодушным. То есть режиссёр Артём Михалков сделал фильм, но это обычная спортивная драма, а не патриотическое кино наподобие «Одиннадцати молчаливых мужчин» (2021). Фильм не вызывает радости от побед боксёра Попенченко (его играет Виктор Хориняк). Да это классическая спортивная драма, которая вышла на 23 февраля (это её единственный плюс). Преодолеть себя - в этом заключается какая-то прострация и самокопание боксёра Попенченко. Режиссёр Артём Михалков сделал немного фильм хулиганским. Это не патриотическое кино, которое вызывает гордость за советский спорт. Это обычная, спортивная драма про советского спортсмена с сегодняшними понятиями про СССР. Потрясает друг детства Попенченко и его шкурная душа (наверное, это и есть современный взгляд на СССР). Это драма, где главный герой — боксёр Попенченко — всё время занимается самокопанием.

Страх и слабости актёр Виктор Хориняк играет комфортно для режиссёра этой картины. Но мне чего-то не хватило. Это драма, а не патриотическое кино. Может я слишком многого ждал от фильма, который вышел на 23 февраля? Этот фильм дарит надежды перед просмотром, а после окончания говоришь: «Это классическая драма». Что ещё меня поразило в фильме? Это какой-то непонятный надрыв актёра Сергея Безрукова. В тренере Кусикьянце есть какой-то надрыв, есть какая-то сжатая пружина. Да, этот фильм не оставил безучастным. Всё-таки актёры Безруков и Хориняк дают надежду на что-то большее, чем обычный, середнечковый, российский фильм. Я ждал от фильма большего, но я всё равно рад, что посмотрел его в кинозале.

Да, Безруков — молодец. Он делает напряжение и драму на ровном месте. Он вытягивает фильм своим надрывом. В фильме есть надрыв. А престижный поединок боксёра очень напоминает все фильмы о «Рокки». Олимпиада 1964 года — может это и есть кульминация фильма?

Режиссёр Артём Михалков сделал русского Рокки. Но это просто бокс, это ещё любовь, трудное детство, воспоминания, культурный Ленинград."
"Славные спортсмены Советского Союза.
Тенденция снимать картины о победах советских спортсменов наметилась давно. Яркими примерами фильмов на эту тему являются: «Легенда 17», «Движение вверх» «Стрельцов» и другие не менее известные произведения. Сейчас в кино идут сразу две спортивные драмы «Мистере Нокаут» и «Одиннадцать молчаливых мужчины». Сегодня поговорить о первой.

Сюжет.

Сюжет повествует о реальном спортсмене - Валерии Попеченко, который выиграл Олимпийские игры 1964 года в Токио. Именно из-за того, что нам уже известно результат, довольно трудно переживать за главного героя (впрочем этой проблемой страдают все биографические фильмы). По этому создателе решили привнести драму, корни которой растут из самого детства героя. Стоит сказать сразу, что сюжет до боли предсказуемый, он идёт все по тем же тропам, что протоптали другие фильмы.

Картина и монтаж.

Тут уже не все так однозначно. С одной стороны бои сняты скучно, в частности финальный, очень много средних и ближних планов, общих очень мало. Но с другой, тут можно заметить интересные операторские приёмы. Камера часта берет необычные и интересные ракурсы и выписывает разные пируэты, но всего этого так много, что даже утомляет. Из двух продолжительных драк можно выделить только одну, которая своей атмосферой отсылает к Гаю Ричи. В остальном же тут все как на подбор: типичный тренировочный монтаж (появившиеся в «Рокки» и используемый повсеместно), быстрый монтаж побед и соответствующих им вырезки из газет и т.д.

Актёры.

Актеры справились хорошо. Виктор Хориняк - играет наивного добряка (чем-то похожего на Костю из« Кухни»). Сергей Безруков - странного, но крутого тренера, которым вечно не довольны начальники. Вообще ничего нового, но было интересно смотреть на кричащего Безрукого.

Итог.

«Мистер Нокаут» - типичны российский фильм о советских спортсменах. Он может удивить интересными решениями в плане съемки, но в остальном он похож на огромное количество подобных ему фильмов. На него можно сходить, но если не идти, то вы точно ничего не потеряете.

7 из 10"
